meet_ID,meet_name,year,conference_id,conference,event_name,gender,event_type,place,swimmer_name,swimmer_ID,team_name,team_ID,time,place_original,synthetic
11070,Northeast Conference Championships,2010,19,Northeast Conference,100 Back Women Finals,F,Timed Finals,1,Elise Merrill,90395.0,Saint Francis (PA),474,57.23,2,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,100 Back Women Finals,F,Timed Finals,2,Hannah Packer,96124.0,Central Connecticut,203,58.13,3,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,100 Back Women Finals,F,Timed Finals,3,Jakki Guenther,89011.0,Wagner,296,59.72,4,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,100 Back Women Finals,F,Timed Finals,4,Breanne Sweeney,89019.0,Wagner,296,59.99,6,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,100 Back Women Finals,F,Timed Finals,5,Allison Rasile,96125.0,Central Connecticut,203,1:00.55,7,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,100 Back Women Finals,F,Timed Finals,6,Lauren Meyer,89013.0,Wagner,296,1:02.26,10,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,100 Back Women Finals,F,Timed Finals,7,Kayla Hollstadt,93854.0,Saint Francis (PA),474,1:02.79,13,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,100 Back Women Finals,F,Timed Finals,8,Mary Ryan,89017.0,Wagner,296,1:03.79,14,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,100 Back Women Finals,F,Timed Finals,9,Kelly Kreho,9283.0,Central Connecticut,203,1:04.60,15,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,100 Breast Women Finals,F,Timed Finals,1,Erin Bieger,90383.0,Saint Francis (PA),474,1:06.51,1,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,100 Breast Women Finals,F,Timed Finals,2,Kristen Malski,96122.0,Central Connecticut,203,1:07.31,2,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,100 Breast Women Finals,F,Timed Finals,3,Elyse Peterman,90396.0,Saint Francis (PA),474,1:07.61,3,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,100 Breast Women Finals,F,Timed Finals,4,Bethny Brown,89007.0,Wagner,296,1:08.54,5,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,100 Breast Women Finals,F,Timed Finals,5,Alyssa Carlucci,96116.0,Central Connecticut,203,1:09.11,6,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,100 Breast Women Finals,F,Timed Finals,6,Chloe Pierre,93857.0,Saint Francis (PA),474,1:09.25,7,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,100 Breast Women Finals,F,Timed Finals,7,Patricia Gavin,54580.0,Wagner,296,1:09.57,8,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,100 Breast Women Finals,F,Timed Finals,8,Shauna Lynch,9280.0,Central Connecticut,203,1:10.34,10,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,100 Breast Women Finals,F,Timed Finals,9,Laura Harmon,93853.0,Saint Francis (PA),474,1:10.43,11,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,100 Breast Women Finals,F,Timed Finals,10,Jen O'Leary,97266.0,Central Connecticut,203,1:12.26,13,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,100 Fly Women Finals,F,Timed Finals,1,Jessica Hart,89012.0,Wagner,296,55.24,1,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,100 Fly Women Finals,F,Timed Finals,2,Hanna Yttring,90397.0,Saint Francis (PA),474,56.11,2,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,100 Fly Women Finals,F,Timed Finals,3,Katie Lang,96120.0,Central Connecticut,203,59.40,3,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,100 Fly Women Finals,F,Timed Finals,4,Abi May,90393.0,Saint Francis (PA),474,59.40,4,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,100 Fly Women Finals,F,Timed Finals,5,Alanna Gibbons,89010.0,Wagner,296,59.46,5,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,100 Fly Women Finals,F,Timed Finals,6,Hannah Packer,96124.0,Central Connecticut,203,1:00.10,7,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,100 Fly Women Finals,F,Timed Finals,7,Elyse Dobrick,90384.0,Saint Francis (PA),474,1:00.21,8,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,100 Fly Women Finals,F,Timed Finals,8,Tatum Colitz,89009.0,Wagner,296,1:02.07,10,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,100 Fly Women Finals,F,Timed Finals,9,Elyse Peterman,90396.0,Saint Francis (PA),474,1:02.07,11,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,100 Free Women Finals,F,Timed Finals,1,Alicia Ford,90386.0,Saint Francis (PA),474,52.57,2,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,100 Free Women Finals,F,Timed Finals,2,Hanna Yttring,90397.0,Saint Francis (PA),474,52.66,3,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,100 Free Women Finals,F,Timed Finals,3,Elise Merrill,90395.0,Saint Francis (PA),474,52.82,4,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,100 Free Women Finals,F,Timed Finals,4,Melissa Heintz,90387.0,Saint Francis (PA),474,54.00,5,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,100 Free Women Finals,F,Timed Finals,5,Sarah Plucinsky,89015.0,Wagner,296,54.14,7,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,100 Free Women Finals,F,Timed Finals,6,Blair Kosela,93855.0,Saint Francis (PA),474,54.70,9,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,100 Free Women Finals,F,Timed Finals,7,Lauren Meyer,89013.0,Wagner,296,54.72,10,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,100 Free Women Finals,F,Timed Finals,8,Amber Weech,89020.0,Wagner,296,54.94,11,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,100 Free Women Finals,F,Timed Finals,9,Kim Davis,90398.0,Saint Francis (PA),474,55.43,13,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,100 Free Women Finals,F,Timed Finals,10,Lauren Shortell,96127.0,Central Connecticut,203,55.66,15,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,1650 Free Women,F,Timed Finals,1,Taylor Friedmann,96117.0,Central Connecticut,203,17:01.99,1,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,1650 Free Women,F,Timed Finals,2,Kathleen Lyon,63381.0,Saint Francis (PA),474,17:18.66,2,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,1650 Free Women,F,Timed Finals,3,Kandra Kane,96118.0,Central Connecticut,203,17:33.04,3,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,1650 Free Women,F,Timed Finals,4,Lauren O'Kelly,96123.0,Central Connecticut,203,17:46.96,4,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,1650 Free Women,F,Timed Finals,5,Christine Smith,96128.0,Central Connecticut,203,17:47.21,5,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,1650 Free Women,F,Timed Finals,6,Bethany Lanzendoen,90388.0,Saint Francis (PA),474,17:51.16,6,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,1650 Free Women,F,Timed Finals,7,Dana Samuel,89018.0,Wagner,296,18:14.96,8,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,1650 Free Women,F,Timed Finals,8,McKenzie Madore,93856.0,Saint Francis (PA),474,18:35.52,10,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,1650 Free Women,F,Timed Finals,9,Mary Ryan,89017.0,Wagner,296,18:36.10,11,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,200 Back Women Finals,F,Timed Finals,1,Alex Czaplicki,9272.0,Central Connecticut,203,2:04.38,1,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,200 Back Women Finals,F,Timed Finals,2,Jessica Dunn,90385.0,Saint Francis (PA),474,2:04.94,2,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,200 Back Women Finals,F,Timed Finals,3,Hannah Packer,96124.0,Central Connecticut,203,2:06.27,3,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,200 Back Women Finals,F,Timed Finals,4,Jakki Guenther,89011.0,Wagner,296,2:09.03,4,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,200 Back Women Finals,F,Timed Finals,5,Breanne Sweeney,89019.0,Wagner,296,2:09.52,5,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,200 Back Women Finals,F,Timed Finals,6,Allison Rasile,96125.0,Central Connecticut,203,2:09.64,6,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,200 Back Women Finals,F,Timed Finals,7,Maddie Madore,90391.0,Saint Francis (PA),474,2:16.28,9,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,200 Back Women Finals,F,Timed Finals,8,Kayla Hollstadt,93854.0,Saint Francis (PA),474,2:18.31,13,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,200 Back Women Finals,F,Timed Finals,9,Kelly Kreho,9283.0,Central Connecticut,203,2:20.63,15,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,200 Breast Women Finals,F,Timed Finals,1,Erin Bieger,90383.0,Saint Francis (PA),474,2:23.90,1,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,200 Breast Women Finals,F,Timed Finals,2,Kristen Low,90389.0,Saint Francis (PA),474,2:26.75,2,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,200 Breast Women Finals,F,Timed Finals,3,Kristen Malski,96122.0,Central Connecticut,203,2:26.97,4,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,200 Breast Women Finals,F,Timed Finals,4,Chloe Pierre,93857.0,Saint Francis (PA),474,2:30.17,6,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,200 Breast Women Finals,F,Timed Finals,5,Alyssa Carlucci,96116.0,Central Connecticut,203,2:30.75,7,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,200 Breast Women Finals,F,Timed Finals,6,Elyse Peterman,90396.0,Saint Francis (PA),474,2:31.40,8,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,200 Breast Women Finals,F,Timed Finals,7,Bethny Brown,89007.0,Wagner,296,2:31.75,9,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,200 Breast Women Finals,F,Timed Finals,8,Patricia Gavin,54580.0,Wagner,296,2:33.02,10,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,200 Breast Women Finals,F,Timed Finals,9,Christine Smith,96128.0,Central Connecticut,203,2:33.06,11,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,200 Breast Women Finals,F,Timed Finals,10,Shauna Lynch,9280.0,Central Connecticut,203,2:34.82,13,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,200 Breast Women Finals,F,Timed Finals,11,Laura Harmon,93853.0,Saint Francis (PA),474,2:35.00,14,False
11070,Northeast Conference Championships,2010,19,Northeast Conference,200 Breast Women Finals,F,Timed Finals,12,Jen O'Leary,97266.0,Central Connecticut,203,2:42.90,18,False
