meet_ID,meet_name,year,conference_id,conference,event_name,gender,event_type,place,swimmer_name,swimmer_ID,team_name,team_ID,time,place_original,synthetic
13288,Centennial Conference Championships,2010,143,Centennial Conference,100 Back Women Finals,F,Timed Finals,1,Jeannie Weaver,63203.0,Ursinus,329,1:00.97,1,False
11101,Centennial Conference Championships,2010,143,Centennial Conference,100 Back Women Finals,F,Timed Finals,2,Jeannie Weaver,63203.0,Ursinus,329,1:00.97,2,False
11101,Centennial Conference Championships,2010,143,Centennial Conference,100 Back Women Finals,F,Timed Finals,3,Danielle Yentz,53862.0,Ursinus,329,1:02.24,3,False
13288,Centennial Conference Championships,2010,143,Centennial Conference,100 Back Women Finals,F,Timed Finals,4,Danielle Yentz,53862.0,Ursinus,329,1:02.24,4,False
13288,Centennial Conference Championships,2010,143,Centennial Conference,100 Back Women Finals,F,Timed Finals,5,Kayte Demont,159214.0,Gettysburg,254,1:02.30,5,False
11101,Centennial Conference Championships,2010,143,Centennial Conference,100 Back Women Finals,F,Timed Finals,6,Kayte Demont,159214.0,Gettysburg,254,1:02.30,6,False
11101,Centennial Conference Championships,2010,143,Centennial Conference,100 Back Women Finals,F,Timed Finals,7,Kathy De La Hoz,108373.0,Bryn Mawr,183,1:02.38,7,False
13288,Centennial Conference Championships,2010,143,Centennial Conference,100 Back Women Finals,F,Timed Finals,8,Kathy De La Hoz,108373.0,Bryn Mawr,183,1:02.38,8,False
13288,Centennial Conference Championships,2010,143,Centennial Conference,100 Back Women Finals,F,Timed Finals,9,Krista Hollingsworth,86129.0,Franklin & Marshall,64,1:02.80,9,False
11101,Centennial Conference Championships,2010,143,Centennial Conference,100 Back Women Finals,F,Timed Finals,10,Krista Hollingsworth,86129.0,Franklin & Marshall,64,1:02.80,10,False
11101,Centennial Conference Championships,2010,143,Centennial Conference,100 Back Women Finals,F,Timed Finals,11,Morgan Phillips,11598.0,Washington,38,1:02.89,11,False
13288,Centennial Conference Championships,2010,143,Centennial Conference,100 Back Women Finals,F,Timed Finals,12,Morgan Phillips,11598.0,Washington,38,1:02.89,12,False
13288,Centennial Conference Championships,2010,143,Centennial Conference,100 Back Women Finals,F,Timed Finals,13,Denie Kossuth,15650.0,Franklin & Marshall,64,1:03.25,13,False
11101,Centennial Conference Championships,2010,143,Centennial Conference,100 Back Women Finals,F,Timed Finals,14,Denie Kossuth,15650.0,Franklin & Marshall,64,1:03.25,14,False
11101,Centennial Conference Championships,2010,143,Centennial Conference,100 Back Women Finals,F,Timed Finals,15,Elizabeth Gombosi,52758.0,Ursinus,329,1:03.33,15,False
13288,Centennial Conference Championships,2010,143,Centennial Conference,100 Back Women Finals,F,Timed Finals,16,Elizabeth Gombosi,52758.0,Ursinus,329,1:03.33,16,False
11101,Centennial Conference Championships,2010,143,Centennial Conference,100 Back Women Finals,F,Timed Finals,17,Cassie Close,102206.0,Gettysburg,254,1:03.44,17,False
13288,Centennial Conference Championships,2010,143,Centennial Conference,100 Back Women Finals,F,Timed Finals,18,Cassie Close,102206.0,Gettysburg,254,1:03.44,18,False
13288,Centennial Conference Championships,2010,143,Centennial Conference,100 Back Women Finals,F,Timed Finals,19,Kasey Christiansen,86120.0,Franklin & Marshall,64,1:03.90,19,False
11101,Centennial Conference Championships,2010,143,Centennial Conference,100 Back Women Finals,F,Timed Finals,20,Kasey Christiansen,86120.0,Franklin & Marshall,64,1:03.90,20,False
11101,Centennial Conference Championships,2010,143,Centennial Conference,100 Back Women Finals,F,Timed Finals,21,Amy Smith,11591.0,Washington,38,1:03.93,21,False
13288,Centennial Conference Championships,2010,143,Centennial Conference,100 Back Women Finals,F,Timed Finals,22,Amy Smith,11591.0,Washington,38,1:03.93,22,False
13288,Centennial Conference Championships,2010,143,Centennial Conference,100 Back Women Finals,F,Timed Finals,23,Darcy Zink,108407.0,Washington,38,1:04.50,23,False
11101,Centennial Conference Championships,2010,143,Centennial Conference,100 Back Women Finals,F,Timed Finals,24,Darcy Zink,108407.0,Washington,38,1:04.50,24,False
11101,Centennial Conference Championships,2010,143,Centennial Conference,100 Back Women Finals,F,Timed Finals,25,Jacqueline Scala,15154.0,Swarthmore,315,1:04.62,25,False
13288,Centennial Conference Championships,2010,143,Centennial Conference,100 Back Women Finals,F,Timed Finals,26,Jacqueline Scala,15154.0,Swarthmore,315,1:04.62,26,False
13288,Centennial Conference Championships,2010,143,Centennial Conference,100 Back Women Finals,F,Timed Finals,27,Laura Risell,53824.0,Washington,38,1:04.88,27,False
11101,Centennial Conference Championships,2010,143,Centennial Conference,100 Back Women Finals,F,Timed Finals,28,Laura Risell,53824.0,Washington,38,1:04.88,28,False
11101,Centennial Conference Championships,2010,143,Centennial Conference,100 Back Women Finals,F,Timed Finals,29,Naomi Glassman,15162.0,Swarthmore,315,1:05.38,29,False
13288,Centennial Conference Championships,2010,143,Centennial Conference,100 Back Women Finals,F,Timed Finals,30,Naomi Glassman,15162.0,Swarthmore,315,1:05.38,30,False
13288,Centennial Conference Championships,2010,143,Centennial Conference,100 Back Women Finals,F,Timed Finals,31,Melinda Neal,15158.0,Swarthmore,315,1:06.74,31,False
11101,Centennial Conference Championships,2010,143,Centennial Conference,100 Back Women Finals,F,Timed Finals,32,Melinda Neal,15158.0,Swarthmore,315,1:06.74,32,False
13288,Centennial Conference Championships,2010,143,Centennial Conference,100 Back Men Finals,M,Timed Finals,1,Matt Jaffee,15629.0,Franklin & Marshall,64,51.36,1,False
11101,Centennial Conference Championships,2010,143,Centennial Conference,100 Back Men Finals,M,Timed Finals,2,Matt Jaffee,15629.0,Franklin & Marshall,64,51.36,2,False
11101,Centennial Conference Championships,2010,143,Centennial Conference,100 Back Men Finals,M,Timed Finals,3,Matt Libby,42842.0,Gettysburg,254,51.41,3,False
13288,Centennial Conference Championships,2010,143,Centennial Conference,100 Back Men Finals,M,Timed Finals,4,Matt Libby,42842.0,Gettysburg,254,51.41,4,False
13288,Centennial Conference Championships,2010,143,Centennial Conference,100 Back Men Finals,M,Timed Finals,5,Sam Bullard-Sisken,164006.0,Swarthmore,315,53.34,5,False
11101,Centennial Conference Championships,2010,143,Centennial Conference,100 Back Men Finals,M,Timed Finals,6,Sam Bullard-Sisken,164006.0,Swarthmore,315,53.34,6,False
11101,Centennial Conference Championships,2010,143,Centennial Conference,100 Back Men Finals,M,Timed Finals,7,David Fell,15626.0,Franklin & Marshall,64,53.49,7,False
13288,Centennial Conference Championships,2010,143,Centennial Conference,100 Back Men Finals,M,Timed Finals,8,David Fell,15626.0,Franklin & Marshall,64,53.49,8,False
13288,Centennial Conference Championships,2010,143,Centennial Conference,100 Back Men Finals,M,Timed Finals,9,Doug Murray,13129.0,Dickinson,277,54.12,9,False
11101,Centennial Conference Championships,2010,143,Centennial Conference,100 Back Men Finals,M,Timed Finals,10,Doug Murray,13129.0,Dickinson,277,54.12,10,False
11101,Centennial Conference Championships,2010,143,Centennial Conference,100 Back Men Finals,M,Timed Finals,11,Santiago Lombo,18754.0,Swarthmore,315,54.56,11,False
13288,Centennial Conference Championships,2010,143,Centennial Conference,100 Back Men Finals,M,Timed Finals,12,Santiago Lombo,18754.0,Swarthmore,315,54.56,12,False
